,Review,Rating,polarity,sentiments,word_count
89,  first iphone and not all disappointed iphone is an iphone looks premium stylish good battery life sot of   to   hrs regular use and   to   hrs only gaming media consumption   to  screen oled dolby vision awesome face id super cool finds u at night too but not with mask on green is super cool from oneplus to iphone  you will know what privacy is when you switch from android multilevel security wow wow wow,5,0.21111111111111114,1,73
91,  thanks to amazon n the seller for early delivery i have used this phone from the last   days n its absolutely stunning beautiful n the beastcamera is awesome n the night mode is fabulous i have upgraded from iphone  s no other phone in the current market can outdo it though its expensive but you wont regret to buy if u can affordi have seen a lot of other negative comments n they r android users i will be using this ph for another   to   years,5,0.18229166666666666,1,86
92,  i am writing this review after using my iphone   for three weeks and i must say the decision i took to switch from androidi have been an android user for the last  years xd xd to ios has been incredible the experience is commendable iphone   is the best phone in the market as of now  i havent faced any battery issue or any heating issues as i have seen other reviews complaining the battery and heating of the iphone attached are a few sample shots i took from my iphone to show that the apples camera quality is unmatched and surreal  the face unlock is great the batterys pretty good cameras excellentoveralls my whole transition from android to ios has been great go for this phone guysss its the best in the segment with some mind blowing ios features ps just got updated to ios   😊😊😊,5,0.46458333333333335,1,146
93,  superb phone amazing same day deliveryi have more to add to my earlier review after roughly a month of use the phone is an original apple device its smooth and quick and it doesnt become hot when in use or charging the charge lasts the entire day i use it mostly for social media web browsing and music face recognition is excellent battery health is   check this when you receive your phone under battery health in settings and to keep it that way make sure you close all background apps while the phone is not in use play a pixel test  k video on youtube to see if your phone monitor has any dead pixels i use the original apple adaptor which must be purchased separately and the type c cable that comes in the box overall the phone is a great purchase,5,0.3350877192982456,1,143
94,  excellent product and value for money at that price way better than one plus pro  g at that price because iphone   supprts all the bands of  g and camera screen are as usual excellent privacy always builtin for apple products 👍,5,0.5625,1,41
96,  what to say about iphone   amazing phone loaded with all the features screen quality camera quality sound quality all are superb moreover  w charger from apple provides fast charging   enjoying my buddy iphone   you rock,5,0.54,1,35
97,  hopefully this will be my first and last iphone as i am not accustomed with ios environment previously i used s  and really that was a gempremium android users will never love this ios and hopefully someday i will get back to my androidoverall the phone is good one of the best in the market hopefully i have   years to fall in love for this one 😇,4,0.24814814814814815,1,67
98,  its bit expensive but its worth buyingdirectly moved from  k android to this and i cannot complain experience is awesome and product is superbsound battery display are all good i have some issue with camerait shows too many details while taking selfie ,5,0.4,1,42
99,  bought this phone after along comparison with s  pluswhy i bought iphone       inch screen is good compare to foot long   flagship now days  display quality is superb  got on a discounted rate  working on apple eco system as i already have i pad mini for gaming and multi media purpose  look classy  light weight  impressive screen on timebattery life is impressive didnt expect it to last this long  easy work for   daysalthough its bit expensive console yourself for getting good re sale value compare to android when it get old,5,0.37179487179487186,1,90
100,  was using iphone x still have it one of the best iphone made by applejust know if you having other apple products like your laptop is an macbook you having ipad too and you have iwatch and other apple products then having an iphone is totally worth it but if you want an iphone just for the sake of having an iphone then you are on mistake,5,0.2625,1,67
101,  battery life is good great display point and shoot is always good on iphones phone has all that you needprices is always high and we still buy like fools and to top it we dont get earphones nor the power brickthe last thing is we do not get quality military standard drop protective cases which is the worst thing its nothing related to phone but good to know info even if you get they are some of the worst ones and price is atleast three time more compared to the original product priceand if your buying apple warranty you will keep draining your money as they have the worst support they only believe in replacements and i am sure its not worth it to pay  k for an year,4,0.09361111111111112,1,129
102,  apple   is a decent phone to upgrade if you are using any apple phone below x if you are using   or   pro i would say just wait till the next version or the next  its an excellent phone but the battery life is not great as usual light weight and beautiful to hold  g is available but in india we will have to wait for some time enjoy and have fun using the device 👍👍👍,5,0.26060606060606056,1,75
103,  this the best iphone currently in the market imocrisp navigation very nice batterylife excellent camera even amazing videography with dolby hd technology the face id works like magicapple went above and beyond with this phonethe best part i got almost   inr discount on republic day sale and by availing exchange offer so got the   gb variation for   inr worth it,5,0.5850000000000001,1,60
104,  what a masterpiece this phone is coming from a flagship android phone this looked like a big leap its totally next level what a display what an operating system what a processor what a camera this is not only a phone but master of all wow its an engineering marvel from apple inc,5,0.025,1,53
105,  iphone   is an excellent phone and one of the best phones you can buy period its classy super fast processor is amazing excellent camera and gives better performance than any android phones though i have read some reviews highlighting some shortcomings but till now i havent faced any anyhoo just go for it its a superb device,5,0.6370370370370372,1,57
106,  reviewing after   days of use i am very dissapointed with the battery life back camera is ok but the heating issue is worst may be i have expected alot and also no return policy by amazon on this product,1,-0.08,0,39
107,  amazing product and very nice qualityi usually never order electronics online i always buy it from a physical store this time i checked everywhere for  gb iphone   but it was out of stock and i had no option but to buy it onlinei was a bit worried about the fraud and fake products but when i opened the package i realised that this cannot be fake,5,0.08416666666666668,1,66
108,"                    the media could not be loaded
                




   changed from iphone x got the new blue colour something unique from apple great battery backup and the edges now look too premium overall such a great buy 🤩",5,0.3016233766233766,1,35
109,  premium looks smooth user interface outstanding camera quality top class screen great sound quality from stereo speakers instant face detection and unlocking no finger print sensor not required as face detection does the job instantly no   mm port for headphones requires airpods or bluetooth headset excellent noise cancellation double sim nanoesim easy to switch from android with inbuilt feature to transfer all the data,5,0.4033333333333333,1,64
110,  this is the fastest iphone i have seen so far true value for money compared it with several other phones and observed that iphone  is significantly faster than all the phonesphone build quality is excellent it supports fast charging capability which is very good using a  w usbc adaptor i am able to charge it from   to   within   hourbattery life is also good compared to previous iphones,5,0.34939393939393937,1,67
113,  this is my  st iphone and i loved it i m not the one who is biased for iphone but i personally loved it camerabattery sound everything is perfect do not set high expectations from battery it is like u charged it in morning and use it whole dayconcern data transfer is a big problem if u want to transfer data to android mobile then watsapp is the only option till now i have not found any application yet which will help to transfer data smoothly,5,0.39555555555555555,1,86
114,  very good product i was using  s plus till now after using for one and half month its so impressive and battery is the best it comes whole day very fast and smooth nice design,5,0.5254166666666666,1,35
115,  after using for a month in lockdown all apple stores closed my phone keeps on restarting ilon its own the phone hangs and swtiches off for few seconds and then restarts happens everyday multiple times,1,0.019999999999999997,1,35
116,  this iphone is amazingly good and camera is awesome i will update about battery after few days of usage,5,0.5,1,19
117,  the mobile phone in the market right now period i am into the apple ecosystem and hence cannot think of any other mobile brand everything runs as smooth as silk the display legibility outdoors is amazing and privacy is never a problem with apple devices apple stands for quality and so does this iphone ,5,0.29017857142857145,1,54
120,  not to long battery backup only two three hours,1,-0.025,0,9
121,  camera quality is excellent battery life is also ok compare to android not much but good  recently  quite i am first time user apple  company sells now separate every part business like   this is not corect,5,0.3916666666666666,1,36
122,  the  phone i got just gets heated without any usuals  no games no music and it gets heated to extent that i cannot hold it close to my ears i am trying to get this replaced but the system says talk to apple i think the supplier has sent me used phone and i feel amazon should ensure new fresh piece reaches me,1,0.21818181818181817,1,63
123,  it is the latest iphone with good balance for memory for   gb the camera is good and it may not be pro but neither am i   mega pixel iphone camera is so much better than a phone with   mega pixel camera with all due respect its nice intelligent and most advanced phone in the world simply loved it,5,0.5275000000000001,1,58
124,  the screen quality is good  compared to my galaxy a  the screen quality of iphone is bettercamera is superrr no camera is best than iphone the camera is better than iphone  face id is great  calls get low tuned just when you look at the screen even without touching the phone as in phone understands that youve looked at the screen shows a good example of retina scanbattery   is a bit issue as it drains fastapart from battery the phone is awesomesecure and fast,5,0.55,1,84
125,  if u r selfi lover  i dont reccomend this,1,0.0,1,9
126,  a solid green line was present on the screen  no positive response from customer service for replacement i had to rush to apple store and they are taking   days for replacement of iphone ,1,-0.07840909090909091,0,33
128,  just by looking at it you will love the phone i got blue it looks ravishing since we most of us if not all will go for cover would still suggest to go with white because with back covers white would look good i too took quite some time to decide between blue and white whites novelty is timelessyou can go for this one without any second thoughts if you plan to keep this for   yrs at least else better go for iphone   as it would be more value for money,5,0.1846153846153846,1,91
129,  i just bought iphone   recently and my experience is average as i had bought it for an experience not to showoffpros built is great the camera is much better  touch is good face detection is goodcons overpriced average battery life nonavailability of all the android apps you need to buy a charger headphones etc separately only one type of wired headphones is available the biggest problem is that i can not create a separate folder for the camera and the list is still on,4,0.2625,1,84
130,  the enclosurebox which covered phonebox had no additional foam or any such thing to take shocks during delivery phonebox wasnt sealed nothing inside was tampered though,5,0.0,1,26
131,  all i phone models are premium phones coming to   price is to costly but the quality is awesomecamera display  processor and look of the body is premiumone think i dont like is phone is not coming with adapter and the headphonesover rating for this iphone   🌟🌟🌟🌟🌟,5,0.0,1,46
132,  screen size bit smallotherwise fantastic display fantastic sound and masterpiece 👌👌👌but tim cook could have given charger and earphone,5,0.4000000000000001,1,19
133,  apple has rightly hit all the parameters iphone   is undoubtedly currently the best phone in the market i am writing this review after using this phone for   monthspros very sturdy crystal clear superb battery never heat great camera good facial recognitioncons priced highbut you will not regret buying this,5,0.4539682539682539,1,49
134,  i have got the iphone   for price   the  gb variantpros battery life is great and lasts for a   daysphone is super fast with awesome features are good and phone doesnt lagcons camera software need to improve through software upgrades from iosfinger print sensor not availablefinally worth buying and using it wait for the price drop and buy it,5,0.5555555555555555,1,58
135,  buy this phone if youre are upgrading from iphone   or older or you gotta have a  g phone despite india lagging in  g race otherwise there is no difference in performance between this or iphones that came after iphone x it works and behaves like an iphone no surprises and no disappointments,5,0.16666666666666666,1,52
137,  good product it is little bit smaller than iphone   and iphone xr design is nice it is litter colour than xr and iphone   i face issue that face id is opening by my brother faceit is fixed after reset the face id,5,0.2425,1,42
138,  face id detection is not working,1,0.0,1,6
139,  i was aware about apple product but was scared to order online however i have a great experience with amazon to buy many expensive products therefore ordered and amazon kept my trust intact apple iphone is awesome as usual good battery life quick processor and nice performance,5,0.38148148148148153,1,47
140,  experience is worth every rupee spent on iphone   moving from android to iphone  was easy i had booked this phone on other online portal however they committed and not delivered even   days past committed date then i saw it available on amazon so booked here and got delivered within   hours kudos to amazon if you like clicking photos iphone is great dealif you like listening music iphone is the best choiceif you want to use it for multimedia its an awesome experiencegood battery life  super fast face unlock and loads of other featuresover all   rating  go for it ,5,0.32222222222222224,1,98
141,  being a chronic  iphone user no need to review the product though need to appreciate the  k video in iphone   but about amazon  have been buying from them for many years now all and sundry products to many models of iphones never had a problem on the genuineness or the packing kudos to the team,5,0.5,1,55
142,  today i got the apple iphone and found a curve line in the corner its manufacturer defect so it may be exchange,1,0.0,1,22
143,  so till now what concerns me is only the battery and everything by far is top notch and i was a little hesitating before purchasing it since this was my first interaction with the ios environment but now i am used to it and works fine since i am not a fan of too much customization so for me this ui is totally fine plus gaming experience was also good till now i played nfs no limit and it works like a champ i also really like its ram working since my app in background keeps running without always reloading it when again openedone last since i havent used   hz refresh rate so i cant tell about it but since my old phone was also no having it so for me its awesome👌camera is also awesome till now i havent used it much due to covid but in low light it worked too good no doubt about ithope this will help someone😁,4,0.27475490196078434,1,162
144,  best night mode camera so farscreen   starbattery   starsecurity love   😅if you are an android user you might fave some dat transfer issue but its ok 👍if you highly z security for your transaction  data and many more you are on right trackgive it a try you will never regret itmy best suggestion if you are planning to buy an iphone just wait for amazon prime day deal or any deal you will definitely get a profitable deal thank youstay safestay healthy,5,0.49457142857142855,1,81
145,  just   min old and see the small bubble inside the screen  hoping to be get resolved by amazonedit  second time got ok phone  thanks amazon,5,0.11000000000000001,1,25
146,  phone functioning is fantasticearlier charging is taking time after  lets say around   hours but one update was done now after  it is taking   hourupto  is fast charging just in   to   minutescamera is awesome as it is apple,5,0.6,1,37
147,  i moved from android and trust me i am loving it from day   extremely fast and smooth face id is very accurate and fast battery backup is good but not the best havent tried any games on it yet but will try them too soon,5,0.5171428571428571,1,45
148,  i cant find a flaw in this phone till now after using this for   days upgraded from iphone   plus  and this one is way beyond what i expected super performance battery life camera display refresh rate interface — and i can go on and on timely delivery by amazon with no complaints on packaging a genuine product verified on apple website as well,5,0.2111111111111111,1,63
149,  overall experience as we spend huge amounts of money on this mobile we expect a lot from applerequesting apple to come up with more handy inbuilt apps to facilitate daily activities which will also give us more satisfaction for the money we spent,4,0.2714285714285714,1,43
150,  voice not coming incoming calls not coming properly even when network is fullpls change phone,1,0.0,1,15
151,  writing the rewiew after some days of usage and i would like to mention the following things battery  as per my usage the battery lasts full day and my screen time goes to   hours display best in class  you will love to enjoy watching videos in this build quality feels very premium in hand and also is durable  like i have been using it without any screen guard and cover and there is not even a single scratch camera  as we all know that iphones cameras are the best  its shots are very clear,5,0.3898412698412698,1,94
152,  excellent phone first hand impressions are too good phone is so light you wont believe youre holding one on your hand those all complaining that it has heating issues might be first time user of apple it has heating issues right from when i remember using iphone  s so thats cool no big deal,5,0.4044642857142857,1,54
153,  just great initially heating issue with it but i learnt that its due to initial setup process now its just a monster,5,0.16875,1,22
154,  im using this phone since last   months few days back i have started facing a hardware issue the receiver speaker is not working from service centre they told me that in this model its a known issue though they will fix this free of cost as it is under warranty period but still why should i use a repaired handset,5,0.05,1,60
155,  after my   days of usages i found out that the batty life is not so good while on jio mobile data  other wise its a amazing device and after the offer on amazon i got   gb version ₹ k satisfied with this🤩🤩🤩🤩🧐,5,0.475,1,42
156,  new apple iphone   is too amazing i have switched from android oneplus  t to iphonebelow are my reviews after using for   dayspros amazing look feel display very smooth touch and face recognition is the best lot of new features in camera like studio light night mode etcjust   cons little small in size as compared to oneplus  t and battery life is upto my expectationif anyone really want to switch to iphone this is a great dealps got   discounthappycustomer,4,0.3595661157024793,1,78
157,  one of the best device performance is just awesome a true flagship camera performance is also just awesome the only problem i have with this device is  that its portrait photos are not that much good because due to the lack of telephoto lense and front camera is also good but the same issue im facing here too the portrait mode is not so good the only thing i am disappointed is its portrait mode on both the back and front camera the rest of functions and performance are just awesome,5,0.39821428571428574,1,91
158,  coming from android i was a little sceptical when i was shifting to iphone but it was smooth user experience is great display is smooth you only realise it when you use it a good investment if you are planning to hold your phone for longer a great buy delivery by amazone was good got it on fourth day even in this lockdown time face unlock works like a charm when you are not using mask battery life is ok but dont expect like those huge  mah like endurance of androids for that you have to spend a bit extra and go for iphone pro max,5,0.37604166666666666,1,106
160,  if you face any issues with the product and want to return within the   days of your purchase you cantin  days return policy it is mentioned to raise concern with applejust putting this out there for the people who doesnt read all terms and conditions like me,1,0.0,1,47
162,  well i dont have to say much because my phone is working perfect so i would just say go for it if you really think you can buy this phone dont worry its worth having it its been almost   month and i havent face any issue even battery backup is fine for me,5,0.42333333333333334,1,53
163,  if you buy it from the local shop you can check the mobile properly in my phone there was a scratch on the screen,2,0.0,1,24
164,"                    the media could not be loaded
                




   my first iphonethat is  love it",5,0.375,1,12
165,  mobile back glass low qulaty scrachis and dust scratch and low battry backup   my iphone is oregnal but i am not happy buy is iphone    but camra cool and all feautur  ,1,-0.010000000000000009,0,31
166,  the phone is overall good most people say this phones battery mah is so low and it will not last that long but it is not true my use age would be around   hrs approx with the phone but then too it lasts with a single charge the performance is also good and its overall go u can go for it,5,0.16035714285714284,1,61
167,  excellent iphone ever this was my first iphone previously i was hardcore android user but after switching to iphone was too easy ios   is buttery smooth android user will not face huge issue in switchbest camerabattery life average  watts iphone charger is bestno heating issue observedoverall best iphone for android users to switch with,5,0.3958333333333333,1,54
168,  product is getting warm also pictures are very low resolutiongetting scatteredthis was my third iphonereally disappointedwasted approx  k  apple has now selling it around  knot a god experience will switch to another brand next time after having   years of attachments,2,0.15,1,40
169,  got it for around   and its awesome i used  s before and transitioning to this was pretty good and the adapter i got for around   so under  ₹ its an okay deal as in us the phone will cost around   including taxes which converts to around  ₹ and in india after hdfcbank discount and emi discount it cost around  ₹ so in short a good deal on iphone ,5,0.525,1,68
170,  the best iphone i have used camera is a beast speakers are superb display is unbelievable and battery has never been betterbut the touch response has been poor i am unable to type like i used to do on my iphone   or ,4,0.17,1,42
171,  its my day   review bought for  k iphone    gb red color soon i may modify review again,4,0.0,1,17
172,  does iphone even need a review its an amazing product and if you crave for awesomeness ultra performance cult and sheet solidarity then go ahead and buy it has a steep price point but marvellous things do come at a premium plan save  then buy,5,0.6000000000000001,1,45
173,  have been using apple products for more than   years now good phone with good battery back up display is stunning face id works really well no troubles so far really smooth to use,5,0.3875,1,33
174,  awesome is one word my first iphone it is pricey but you have to pay a price for class just got it yesterday will give a thorough review after a few weeks but my initial impression on checking out a few features it really blew my mind,5,0.17500000000000002,1,47
175,  none,1,0.0,1,1
176,  i bought iphone   from amazon  a month back its touch screen response is pathetic it hangs during calls and call waiting also theres disturbance in volume while using entertainment apps this is the first time i have purchased iphone from online store and my experience is horrible,1,-0.4375,0,47
177,  amazing displaybattery life is good till nowcamera is good but not so greatsupports one physical sim and one esimperformance and frame rate is very smoothvery satisfied as of now,4,0.45,1,29
178,"                    the media could not be loaded
                




   i am so happy to have this device it feels too premium blazing fast and ultra premium loved it 😍😍😍😍🤩🤩🤩🤩",5,0.5666666666666667,1,26
179,"                    the media could not be loaded
                




   battery life is so good ♾️display 🤯performance 🦁beastlooks 🕴️face recognition works even in dark and really fast toocamera is so good potraits are so better than any other smartphonegreat in hand feel and fitits hard to digest but it is value for money 🤑overall great piece of technology",5,0.29166666666666663,1,54
181,  i want to say that battery backup of iphone has been considerably improved everything is the best if youre a average user who only indulge in social life and little bit of photography no need to go for pro pro max iphone   will do the justice,5,0.1326388888888889,1,46
182,  if youre not a avid photographer go for this one save some money and add a pair of airpodsgenuine seller,5,-0.125,0,20
183,  good phone and good color if youre buying the blue one rest things are fine but this device for india does not have all  g capabilities mmwave missing there is no  g antenna cut out like in us units for mmwave however sub   is available which is a way inferior,4,0.3361111111111111,1,50
184,    vanilla is the phone to buy for the average user its the sweet spot for 🍎 fans if you really want the   cameras go for the pro max,5,0.13333333333333333,1,28
185,  i am surprise no body mentioned this on the review i had iphone x previously and bought iphone   now the major issue that i saw is the display of iphone   has weird yellow tint to it compare to older models just for the comparisons i have added the photo of my  year iphone x left and iphone  right the white looks is much cooler in iphone x compare to iphone   dont know if it is a hardware issue or software issue,4,0.005357142857142856,1,81
186,  please dont buy iphone from here  its not worthy i purchased an iphone   and it gets heat so fast and battery is also not good they are selling fraud items,1,-0.10555555555555556,0,30
188,  prosapple experiencecameralight weight design and operating systemoled displayconsecosystem that is hard to enter and exitno charger and earphones in boxcostly repairsslowed down a bit in innovation,5,-0.22361111111111115,0,26
189,  amazing phoneits my  nd day of use loved itswitched from android i can feel the major difference in os hardware screen in feelbattery life superb so far in two days charged for one time ps i am not a gamergot to know iphone is iphone for a reason,5,0.4925,1,48
190,  i am always a fan of apple products it cant be compared to any android phone the blue color is amazing and the screen touch picture quality weight looks battery life is really good  dont think twice just go for it,5,0.43333333333333335,1,41
191,  switched again to iphoneand this time its different experience for mepics are coming amazingperforming  good in low lightbattery is decentbgmi is fluid in this devicesome small thing missing are like no battery percentage in icon because of notch may be,5,0.04166666666666666,1,40
193,  firstly its thin weight is reduced apple changed the display to super retina edgetoedge oled now it features ceramic shield to protect from hardest falls and drops you are definitely going to love the edges this time a good option to upgrade from previous models,5,0.1738095238095238,1,45
194,  this phone is a stunner  thanks to all new a  bionic chip the camera is superb  probably the best display on any phone  i really wanted to go for the blue colour  looks elegantthe build quality of the phone is really good  thanks to the perfect aluminium bodyi am so happy to have purchased it form amazon  thank you appario retail  thank you amazon ,5,0.5236363636363637,1,64
195,"                    the media could not be loaded
                




   good  butter smooth oled display and touch  camera is good  pixel doesnt break while zooming in but for the price could have included ear phones atleast adapter and charger limitation is accepted camera is pixel clear captures natural tint  no fake makeover good audio and video featureall over satisfied",5,0.43125,1,55
196,  phone is good but their is no apps for new application like torrent it is all the way secured also everything depends on money for all the appscamera is wonderful and look wise too good,5,0.6472727272727272,1,35
197,  so far loving my new iphonethe battery life is good just need to charge once a day i used my camera for recording videos for   hours  still the battery survived through out the daycamera is good,4,0.44727272727272727,1,36
198,  minor dents on corners and scratches on main screen spending  k to get this sucks dont recommend to buy especially from this seller,2,-0.04583333333333334,0,23
199,  superb phone from apple what can i add more to the fact though i miss a fingerprint sensor dearly,5,0.75,1,19
200,  the product works as advertised  delivered in   days every thing is a s expected but the package that the phone was in was very risky  no sponge of soft stuffing just one small cartoon which was all squished but luckily nothing happened to the phone,5,0.056666666666666664,1,45
201,  battery life is too short cant watch videos for too long or cant make videos for too long charge gets decreased very fast and also gets heated apart from this other aspects are excellent,4,0.09071428571428572,1,34
202,  loved it absolutely  i mean apple is making the phone smoother and improving the build and camera quality so its better than the previous version other than that i can not see any major changes but then thats how apple has been ,5,0.10972222222222222,1,42
203,  perfect phone for gaming multiple taskbut overpricedoverall good phoneperformance  battery  camera   front camera disappointment  overall good cameragaming screen  heating common,5,0.21428571428571427,1,20
204,  once an iphone lover always an iphone loverthe phone is great with smooth user interface suits basic needs and has a great camera quality,5,0.5,1,24
206,  waste,1,-0.2,0,1
207,  thanks amazon i have received my i phone  gb in   day i was little worried to buy in online due to some fake news but really its amazing experience totally genuine product and i phone   is best experience like camera quality  touch screen and battery back compared to my previous ,5,0.14208333333333334,1,50
208,  accha haiek baar le kr dekho😂,5,0.0,1,6
209,  average battery life only for iphone for   day or below value for money is too expensive only but the quality is good comparing with the price ,4,0.009999999999999986,1,26
210,  apple did an amazing job of letting you decide to share your search or app usage data to third parties and it notifies you if any app is using location or microphone etc in the background amazed by this phone its extremely fast and smooth  totally worth the money,5,0.30000000000000004,1,49
211,  product is genuine appario is best retailerprime delvry received before due dateall packing etc is well,5,0.425,1,16
212,  i dont get the picture quality expected photos are of low quality im afraid it is genuine iphone,1,-0.07499999999999998,0,18
213,  the phone heats very much when in use and also when charging got replaced one time but still the same problem happened,2,0.13,1,22
215,  as usual a fabulous product of apple and it just performs well and mind blowing it is so smooth an best part is it is very light compare to previous models design wise awesome and it fits perfectly in hand camera is superb as always great and fast performance  i am loving it go for it😄😄,5,0.5541025641025641,1,56
217,  this phone is a beast i recently bought this transferred from my old iphone   the battery xdr screen and the camera make for an amazing upgrade,4,0.23333333333333336,1,26
218,  iphone   is really versatile mobile phone for my business and social media scanning and nice in size,5,0.27777777777777773,1,17
219,  have been using since   days its different experience altogether as shifted from android to  ios battery life is superb   to   hrs of screen on time just go for it,5,0.5,1,29
220,  face id doesnt work and amazon is not ready to exchange the device,1,-0.1,0,13
221,  firstly i would like to thank amazon for a safer and faster deliveryred looks so awesome,5,0.625,1,16
222,  iphone   is smooth as a silk and the performance is rock solid after coming from android i think this is the best decision i have taken,5,0.4666666666666666,1,26
223,  excellent delivery by amazon  just in   day iphone   reached to me seriously undoubtedly excellent performance in every aspect like screen quality  camera performance  built quality  battery performance 👍👌✌️go for it blindly if u hv this budget  k ,5,0.2916666666666667,1,37
225,  this iphone is awesome in all dimensions  go for it,5,1.0,1,10
226,  been using apple for the past   years quality top notchbest camera u shall ever have on an mobile phonei am giving five stars for the product amazon delivery completely satisfied with the productworth every penny u spend,5,0.25,1,37
227,"                    the media could not be loaded
                




   thankyou amazon❤️❤️❤️❤️❤️such a beautiful phone it isim in love with this blue colourlove you🥺",5,0.45,1,20
228,  good upgrade for me works charm,5,0.7,1,6
229,  apple store was not working in your area was the error coming out also screen gap issue to be checked by every user who buys this series,1,0.0,1,27
230,  size is small  face id lock is gud rest same as earlier models,4,-0.08333333333333333,0,13
231,  awesome photo and video qualityperformance is the top notchas usual awesome ios,5,0.5625,1,12
232,  phone is an allrounder its a very good experience be it camera speakers display battery coming from an android device ios feels more stable and fluid some issues are there with the software but they can be ignored,5,0.47,1,38
233,  latest technology adds to the look and functionality amazed by the speed and performance,5,0.5,1,14
234,  honestly if its not for that maverick steve high on hype android and samsung are a zillion times better,2,0.42,1,19
235,  very good phonei upgraded my mobile iphone xr with iphone  very thin design and light weight compared to my old iphone xramazon is delivered this product early before the promised delivery date,4,0.19799999999999998,1,32
236,  battery is not charging beyond ,1,0.0,1,5
237,"                    the media could not be loaded
                




   bought   version  k its awesome looks and performance is best",5,1.0,1,16
238,  the device has fallen from me various times but thanks to the sturdiness the device is fine till now camera is good but  gb is not sufficient these days,4,0.32916666666666666,1,29
239,  authentic product delivered superb phone,5,0.75,1,5
240,  good phone good display but lacks the battery,5,0.7,1,8
241,  only mobile that comes without a suitable charger,4,0.275,1,8
242,  wonderful   series light weight,4,0.7,1,4
243,  apple user will always love an upgrade and new user will be delightedi am loving this upgrade,5,0.4121212121212121,1,17
244,"                    the media could not be loaded
                




   phone gajab hai bhai amazon ne bahut acche se deliever kiya fully satisfied",5,0.5,1,19
245,  as expected from apple the iphone is unbeatable its performance never seize to amaze me and thanks to amazon i got it in lockdown within the time period thanks to amazon the price deal was really good,5,0.25,1,37
246,  havent used a smartphone this good would say just perfect for my need sometimes i feel likes touch is like butter battery works for me   days with dual sim usage,5,0.85,1,30
247,  everything about the phone can be described in a single word awesome,5,0.4642857142857143,1,12
248,  overall good but camera and battery life not as good as iphone ,4,0.4666666666666666,1,12
249,  it hangs like anything while typing suddenly the keyboard will freeze not expected from apple,1,0.025,1,15
250,  picture quality of made in outside india phone is excellent than indian made,2,0.5,1,13
251,  this is simply awesome what more can i say its the latest iphone,5,0.6666666666666666,1,13
252,  worst phone,1,-1.0,0,2
253,  superb switch from iphone  to iphone   after lost my phone i used android oneplus nord ce for couple of weeks but finally landed to iphone camera superb very smooth,5,0.63,1,29
254,  no offers for sbi or citibank cards,4,-0.05,0,7
255,  not good,1,-0.35,0,2
256,  this is not a good devicei got bad quality mobileshameful to iphone brand for like this type of products,1,-0.5249999999999999,0,19
257,  iphone is iphone no comparison with any other phonebest cameraperformance is good but battery is a bit negative side of this,5,0.09166666666666666,1,21
258,  very nice product good battery backup and natural cooler capture in a camera soothe function,4,0.5266666666666667,1,15
259,  should hv bought the   pro instead of the   more features better built much better looks,5,0.5,1,15
260,  powerful phone but price is a bit high,5,0.22999999999999998,1,8
261,  phone was heating to much and speakers are also not working properly from last week plz i need replacement,1,0.06666666666666667,1,19
262,  great product,5,0.8,1,2
263,  expensive,5,-0.5,0,1
264,  good product very good supplier earlier delivery with quality packing,5,0.5366666666666666,1,10
265,  likescamerabattery backup using  w adapter its charging pretty fast  in less than   minutesdislikesnothing as of now,5,0.09444444444444444,1,16
266,  loved it ,5,0.7,1,2
267,  performance was great,5,0.8,1,3
268,  i am facing  charging problem for my brand new iphone    its take   hrs to complete   of charging and im using apple genuine   w adapter,5,0.21212121212121213,1,24
269,  i was switching from andriod to ios the experience is too good the camera quality and overall performance are excellent after all its an iphone expectations meet ,5,0.5666666666666667,1,27
270,  practical phone for practical life,5,0.0,1,5
271,  love it,5,0.5,1,2
272,  battery life is just okcamera is averagefront is below average,2,-0.15,0,10
273,"                    the media could not be loaded
                




   just killing awesome 👍",5,1.0,1,10
274,  switched from android and i am happy how simple fast and secure it is happy with the phone so far 👍,5,0.38333333333333336,1,21
275,  nothing can be better than this i am on top of the world now with this iphone xii,5,0.5,1,18
276,  this phone is really powerful camera is superbgood battery backup the most underrated is the sound it is amazing loved it,5,0.5,1,21
277,  nice product,5,0.6,1,2
278,  nice model from iphone all features are good except battery and its go up to maximum   hrs,4,0.6499999999999999,1,17
279,  my iphone   paint chipped in   weeks and apple saying cosmetic damage,1,0.0,1,11
280,  perfect phone,5,1.0,1,2
281,  the best phone for everything,5,1.0,1,5
282,  everything is working trustable seller,5,0.0,1,5
283,  this is a beautiful and powerful in every aspect,5,0.575,1,9
284,  just go for it dont look for prothis is bestcamera is superior👌👌👌and battery life is surprising gives atleast   hours full day,5,0.5249999999999999,1,21
285,  great phone,5,0.8,1,2
286,  i face issue during connecting headphone and charging pins it is loose,1,-0.07692307692307693,0,12
287,  its an iphone,5,0.0,1,3
288,  this is a gem the product meets your expectations display battery life and camera  best in class,5,1.0,1,17
289,  fulfilled all promises,5,0.0,1,3
290,  its just   weeks the screen has stopped responding not able to make return requestplz help,1,-0.25,0,15
291,  iphone box is damaged from backside i have not opened the seal i want to replace the item,1,0.0,1,18
292,  good one first time using,5,0.475,1,5
293,  its apple what else reason do by you need,5,0.0,1,9
294,  the phone is a beast and i have no issues with phone but the battery could have been better,5,0.5,1,19
295,  ios updates sucks,1,-0.3,0,3
